bacterie,temperature,rendement
22,11,65.05923854724574
22,12,66.9048671346997
22,13,69.81428479761013
22,14,78.50438720970875
22,15,81.52886617529535
22,16,80.44604660070198
22,17,87.51007264328824
22,18,89.92485940153313
22,19,90.12686253452698
22,20,99.38394000352942
22,21,101.3050530147778
22,22,107.02226603255133
22,23,107.2509249375752
22,24,112.82009881212164
22,25,113.39701731985944
22,26,115.52295213791048
22,27,119.49728086128218
22,28,127.19003941913176
22,29,130.03285738359418
23,10,55.905890580684805
23,11,56.95969529927795
23,12,60.99241643312176
23,13,64.98346249374552
23,14,70.90233181286584
23,15,72.00492829722343
23,16,78.48299411401533
23,17,80.12113023191094
23,18,87.28439044153919
23,19,90.03719283350634
23,20,91.54468110649661
23,21,96.04219047214681
23,22,97.69664132180893
23,23,105.95930225831098
23,24,105.9567711852889
23,25,109.36598183766404
23,26,114.26121018321024
23,27,118.4383523468349
23,28,117.98968153820108
23,29,119.82171989196284
24,10,67.30987216851634
24,11,77.97577022808959
24,12,78.54203390220692
24,13,85.27997138521177
24,14,89.53538626325951
24,15,99.90724885764493
24,16,96.27099851178325
24,17,103.62178630897925
24,18,109.21961750600299
24,19,112.02572400428053
24,20,115.80069843398662
24,21,121.75245736507102
24,22,133.43376652660316
24,23,131.8053684897481
24,24,141.04737396743798
24,25,147.37847032396644
24,26,147.49717790207123
24,27,154.86808106643446
24,28,159.47628524550117
24,29,160.3898120503069
25,10,61.177774698676586
25,11,62.50173027376916
25,12,68.47714193548323
25,13,70.82817972165321
25,14,76.59666585251921
25,15,79.29246474662627
25,16,84.20780405906744
25,17,86.12983702132387
25,18,90.60444211954577
25,19,98.45903388038786
25,20,97.695878997121
25,21,102.55577798669286
25,22,104.27037486310961
25,23,111.78894975108403
25,24,110.89933007459778
25,25,117.9969865295727
25,26,122.9294082927226
25,27,126.0039801576274
25,28,129.72987911748373
25,29,133.05618707822347
26,10,63.82375271032846
26,11,67.41757023677214
26,12,75.0593697004454
26,13,74.09621316691126
26,14,81.75577933831848
26,15,86.75139958578708
26,16,85.00764575809752
26,17,92.741006487929
26,18,97.68477819680368
26,19,100.99447067145779
26,20,108.29804118872435
26,21,106.9288820759097
26,22,117.62923745482668
26,23,118.44999423951641
26,24,125.40824358246275
26,25,126.06690160019862
26,26,128.6521697274851
26,27,138.16167115389618
26,28,136.65724168947435
26,29,143.5952478098666
27,10,43.81043821111266
27,11,48.71644069141633
27,12,46.74007335724056
27,13,47.448625110189944
27,14,49.54017438850403
27,15,52.0932915936672
27,16,53.74381079184755
27,17,54.57426406610363
27,18,64.0720464058478
27,19,63.63328701316839
27,20,64.56944128229591
27,21,69.22496029618848
27,22,68.72632917940324
27,23,71.54595072020626
27,24,73.47375498094326
27,25,75.21520643017826
27,26,81.78147280120209
27,27,80.61965917940041
27,28,81.8798907308785
27,29,82.33645218275996
28,10,62.31157022462018
28,11,66.48888845783581
28,12,70.84749490121126
28,13,71.79135024464071
28,14,80.45576399334425
28,15,81.27855932972095
28,16,84.4776155625966
28,17,92.29866939116725
28,18,96.75456091234982
28,19,101.1222619079755
28,20,105.48676045181398
28,21,107.53665894167882
28,22,113.65963136513848
28,23,120.53222190063775
28,24,122.0958273447264
28,25,126.38876635763287
28,26,128.1761576271551
28,27,131.67020105630235
28,28,136.73086211630178
28,29,142.21928795030016
29,10,58.26905400081497
29,11,62.7122891396691
29,12,69.46367245962148
29,13,69.22287918933185
29,14,73.85140457474178
29,15,78.87698510800934
29,16,85.88796906148463
29,17,84.50417106619503
29,18,88.71219211280076
29,19,90.76592786398665
29,20,95.42506177610169
29,21,100.25322894328018
29,22,103.97093090285586
29,23,109.43248778767594
29,24,110.89310382628732
29,25,114.63403961949383
29,26,118.99930969967328
29,27,127.98203510563029
29,28,127.22792918989772
29,29,135.04027244896605
30,10,59.86366107367851
30,11,63.19324944882152
30,12,67.80838131253073
30,13,72.31013674864523
30,14,77.84123274894613
30,15,82.09268417068594
30,16,82.25548841908896
30,17,89.76125464468191
30,18,97.21967331246363
30,19,96.10328046591638
30,20,95.56829033902395
30,21,105.67771238305035
30,22,107.92544279553164
30,23,115.38514566442639
30,24,118.46094243009043
30,25,121.41144994001944
30,26,121.57948542767303
30,27,128.54776837847012
30,28,133.55370302161893
30,29,139.0198588445527
31,10,59.80642463417128
31,11,65.90160907994898
31,12,69.64253437473683
31,13,71.33090921575459
31,14,74.97596748098748
31,15,77.57419580271113
31,16,83.72509426612356
31,17,87.2535581576572
31,18,94.2621875495635
31,19,97.20882582204467
31,20,102.10000690169097
31,21,104.69871422400047
31,22,108.05855754081036
31,23,111.03931885705882
31,24,112.22279321526766
31,25,117.79994104621468
31,26,124.93441168969113
31,27,126.83519876572552
31,28,130.42732930908966
31,29,136.91512844222882
32,10,60.14140695350828
32,11,64.29560030069183
32,12,69.10190770989001
32,13,71.05017797238415
32,14,75.43028549859142
32,15,78.89180643582294
32,16,81.8798563844767
32,17,88.89616741706111
32,18,94.89214511579577
32,19,97.63068377778028
32,20,98.98036152043511
32,21,100.4263250478139
32,22,109.77002569991859
32,23,111.10598769779578
32,24,116.59085716802004
32,25,121.97210774322
32,26,124.00520676559603
32,27,126.37499431014835
32,28,132.46367237091712
32,29,138.42934794932702
33,10,66.00198246687914
33,11,67.59208515604718
33,12,75.8745809680266
33,13,75.52975896829857
33,14,83.86409897270724
33,15,82.45100984906368
33,16,91.14407535845886
33,17,93.96408146336636
33,18,100.27199218737493
33,19,102.44562937760743
33,20,111.64258679402694
33,21,112.80002635367245
33,22,120.38345460079488
33,23,123.22969892936736
33,24,131.17912639782142
33,25,134.958350503406
33,26,137.19875366677033
33,27,142.24330110713012
33,28,150.64142910273256
33,29,150.20875486736205
34,10,66.53863544113207
34,11,74.68722885423051
34,12,76.57487069312005
34,13,87.69320369251088
34,14,91.59101784101613
34,15,94.05395008104145
34,16,99.08686653235821
34,17,101.34604691322869
34,18,106.04838003419107
34,19,111.17777145432801
34,20,119.53898531775972
34,21,115.87783699563634
34,22,126.46362389299883
34,23,131.5171301924139
34,24,137.22751953863258
34,25,142.50190228767008
34,26,143.59700080393725
34,27,152.43426147164953
34,28,157.86850049132582
34,29,163.02371667774665
35,10,60.53093403878089
35,11,65.5937605144246
35,12,64.20801279450757
35,13,70.75633222079355
35,14,74.11310895663486
35,15,79.9133036016963
35,16,82.96068417026466
35,17,87.27894648519474
35,18,90.64822940956374
35,19,93.58906169287239
35,20,104.55202340240709
35,21,110.00888999059417
35,22,105.71391912102939
35,23,111.19305043181068
35,24,116.48707266458453
35,25,124.19559859670584
35,26,126.22537826752065
35,27,129.80030919834726
35,28,132.1748149742421
35,29,138.02632985529246
36,10,60.10480827982297
36,11,64.99890963075893
36,12,66.5889165131229
36,13,72.85916339151211
36,14,71.38926519090046
36,15,78.51591972746205
36,16,82.85170077815084
36,17,87.27290813268662
36,18,93.39480461656979
36,19,93.38887615776534
36,20,96.44939597345653
36,21,103.78342206121165
36,22,106.57550998091202
36,23,107.02836858156806
36,24,115.9700507675515
36,25,120.5967088595008
36,26,121.12677073578296
36,27,126.43858601604123
36,28,133.6977833876508
36,29,136.0318685898603
37,10,59.89190235020808
37,11,69.13553145395178
37,12,70.66692648395383
37,13,78.23831391137317
37,14,79.81169325474025
37,15,85.75846533728992
37,16,88.09196303594165
37,17,93.5160810843179
37,18,98.08313501802756
37,19,97.95077894584847
37,20,101.42664688110206
37,21,106.98882303257933
37,22,105.43835210047007
37,23,118.47396422000503
37,24,119.54306966143837
37,25,126.46669252814021
37,26,127.91915908634667
37,27,130.82520938642352
37,28,135.79255684324133
37,29,141.35577019607996
38,10,60.185804985312174
38,11,68.78543445542357
38,12,68.53575753285594
38,13,74.21451326278003
38,14,74.05105221532104
38,15,80.6959283226791
38,16,86.0354927333984
38,17,89.94750036148294
38,18,89.66016626605398
38,19,95.96453270067222
38,20,101.62355429512628
38,21,106.86788074053574
38,22,108.28876444797525
38,23,112.1812268729931
38,24,118.17517653773864
38,25,116.08480631525983
38,26,122.39731849688076
38,27,127.68202100465729
38,28,132.3464116252982
38,29,131.89122132293366
39,10,69.62824866114904
39,11,75.41417660614918
39,12,78.89902010543598
39,13,85.35705857059763
39,14,92.45553643031083
39,15,97.43823665434951
39,16,99.8696724047157
39,17,105.31825385047274
39,18,105.99873362476701
39,19,117.88820579118865
39,20,121.67229510548786
39,21,126.20176417069547
39,22,131.81142092473596
39,23,132.95229974124607
39,24,139.147732442323
39,25,142.7211506889183
39,26,151.45723059753115
39,27,156.57368530387336
39,28,158.9947012961709
39,29,168.14959573844473
40,10,62.49318952954246
40,11,68.52918226047694
40,12,69.02228844403596
40,13,73.24183030525636
40,14,79.6713344009191
40,15,82.88723349147259
40,16,84.38678414756723
40,17,92.30210054923052
40,18,97.4593527465218
40,19,104.30853911762345
40,20,107.34707553068493
40,21,110.21375174455677
40,22,113.29413349913104
40,23,120.16301700168309
40,24,124.44287072968478
40,25,123.54322565145291
40,26,130.08736438060274
40,27,137.648330929602
40,28,135.86045421928546
40,29,140.01404230003354
41,10,64.73510313345783
41,11,66.35441684481428
41,12,70.13827170682707
41,13,73.22765340692055
41,14,82.19142666254669
41,15,85.39067008512225
41,16,86.27482246550343
41,17,94.36948590684923
41,18,92.86254990799111
41,19,104.04134295331868
41,20,102.67233311809487
41,21,108.65038582741693
41,22,111.58624148525621
41,23,122.12414862167286
41,24,127.09262368467395
41,25,126.88021635940599
41,26,131.9652183411668
41,27,136.35138659646708
41,28,138.8228011587431
41,29,147.0453242509512
42,10,59.680861521367405
42,11,61.28388835390689
42,12,64.92480964989153
42,13,67.89930581873355
42,14,71.13588317020431
42,15,72.37781756687679
42,16,78.02037118216258
42,17,79.013462699564
42,18,86.39318717407728
42,19,89.70575216968427
42,20,92.7664109247236
42,21,96.73156467140142
42,22,97.95396981454411
42,23,101.15100091889934
42,24,108.29153454405474
42,25,109.45857269991374
42,26,115.96233937944781
42,27,121.51070313382107
42,28,124.17222493998966
42,29,126.94696162296597
43,10,60.71281323044883
43,11,62.57249436766639
43,12,69.27682718535189
43,13,72.52401247197122
43,14,74.91848383686437
43,15,77.8639828579529
43,16,79.4216613458207
43,17,85.09728456709045
43,18,92.25516916588494
43,19,95.00377808349609
43,20,97.0910491848612
43,21,103.52712355234746
43,22,105.47987845608982
43,23,108.14051649594602
43,24,118.37879283099912
43,25,118.38981800370924
43,26,123.00320767413369
43,27,124.02605070499177
43,28,130.74437342718483
43,29,132.4546477183831
44,10,60.883411921237695
44,11,60.433182633784504
44,12,64.08714349875939
44,13,68.71970602121509
44,14,71.82756236749151
44,15,77.84342079788756
44,16,82.01011595890948
44,17,86.90513832915174
44,18,91.06055641380048
44,19,89.1030198595658
44,20,98.5880653265049
44,21,100.01090374923326
44,22,106.42604337092158
44,23,106.73819180750449
44,24,112.04294573112983
44,25,113.60244875294379
44,26,121.38421179399258
44,27,124.84057693496914
44,28,129.2124711190614
44,29,128.82627661692095
45,10,55.68524214652559
45,11,60.84467600260919
45,12,61.30335907869064
45,13,69.16339296739832
45,14,71.74337272865219
45,15,75.7849472503568
45,16,76.66391882453397
45,17,82.47670813962762
45,18,83.85921775480178
45,19,89.66143809154822
45,20,93.44669950462179
45,21,100.22433731872187
45,22,101.78030529549487
45,23,102.89866264546912
45,24,110.16656637921822
45,25,112.9841803597745
45,26,117.45613941439298
45,27,121.97823203196434
45,28,122.56318500185291
45,29,126.20551769759976
46,10,59.42330496243996
46,11,65.294485632312
46,12,64.18460177545967
46,13,71.1761067730746
46,14,73.79551375341426
46,15,81.53684922768944
46,16,82.44612923755271
46,17,88.48311846862471
46,18,90.56848923499743
46,19,94.51195642003849
46,20,102.14999257277424
46,21,103.66079486370889
46,22,110.85627656956575
46,23,112.16213584879034
46,24,112.58961879117781
46,25,122.79405298039671
46,26,122.52185784001034
46,27,130.8122095184865
46,28,135.8311628365909
46,29,136.35673303426918
47,10,67.6248241951341
47,11,72.67379642113595
47,12,76.89806793282824
47,13,79.56186936342013
47,14,81.95229943580003
47,15,91.02008306321473
47,16,92.6457173775743
47,17,98.92865974511511
47,18,101.41518163237367
47,19,105.8321656736694
47,20,108.61943633529394
47,21,116.21798308014878
47,22,120.46259487631636
47,23,127.4210845237172
47,24,129.01001080041706
47,25,133.80829920814364
47,26,137.2116695243965
47,27,143.3989455960874
47,28,144.28656543367006
47,29,151.66594642242944
48,10,56.49100417320677
48,11,62.70215267630101
48,12,67.57883012551679
48,13,75.72402828880807
48,14,73.74704076766164
48,15,78.69679009174175
48,16,78.54116536838767
48,17,88.12320291590234
48,18,89.64542810216193
48,19,90.2392107691617
48,20,98.87779550595054
48,21,99.03096590448266
48,22,104.34180894950734
48,23,108.70396747690938
48,24,117.0367087656119
48,25,116.74893997140585
48,26,118.63196953200058
48,27,126.8779587354138
48,28,127.33131273889185
48,29,134.99596052262083
49,10,64.89713545164835
49,11,67.27475225231352
49,12,71.7571290296823
49,13,72.33593628789042
49,14,80.66266172949038
49,15,81.70917001986892
49,16,88.58226385073357
49,17,92.27142529174341
49,18,97.04840442074529
49,19,99.69306982383479
49,20,103.56931852687717
49,21,108.23428848234173
49,22,112.14277799735561
49,23,118.30342229970424
49,24,122.10864870763514
49,25,123.7051282898738
49,26,131.16899450996644
49,27,133.32375903135514
49,28,138.6840007852288
49,29,143.06569263273553
50,10,66.27056736579597
50,11,65.54917505731837
50,12,71.79694982529861
50,13,76.20101390817494
50,14,83.01712397191126
50,15,85.3665909285402
50,16,86.09413110528324
50,17,91.89341411560878
50,18,98.96525039762697
50,19,103.7340634375763
50,20,107.32646337979459
50,21,110.59146850214464
50,22,117.33949805793006
50,23,120.54727648413984
50,24,121.60525607886929
50,25,130.2746692987379
50,26,130.8846726550116
50,27,137.83081858063227
50,28,139.6924338614904
50,29,150.13833633100955
51,10,61.61486348707432
51,11,66.86937858693913
51,12,68.39007016978488
51,13,75.60733915807215
51,14,79.4915455771498
51,15,80.22639686726566
51,16,87.76560379113434
51,17,90.8889551256477
51,18,93.97852127862689
51,19,98.03619895555998
51,20,107.5455216170242
51,21,109.32169134671686
51,22,113.60271427938066
51,23,114.72697222567555
51,24,121.70384260694162
51,25,127.1122231144863
51,26,126.78682446128558
51,27,130.75954176902206
51,28,136.32756897419958
51,29,143.80672263677934
52,10,67.03422712330463
52,11,66.75832958915066
52,12,78.35609741424227
52,13,76.21485533990692
52,14,80.5739274373037
52,15,88.49837317431387
52,16,92.6716378427644
52,17,98.47944221768901
52,18,97.11591338090535
52,19,105.29557683671275
52,20,111.66828372384194
52,21,113.60742897820714
52,22,118.94079685645566
52,23,124.55130358914373
52,24,128.5359550667502
52,25,130.40756437397215
52,26,137.72688949511559
52,27,141.6542068562517
52,28,147.97278955166374
52,29,152.72180210479996
53,10,62.39574771879814
53,11,66.39511815057067
53,12,68.74905361735424
53,13,77.10730437998744
53,14,77.52773767522916
53,15,80.04584336237005
53,16,83.95709984194728
53,17,86.66196416255393
53,18,94.2228938288304
53,19,98.54546414804523
53,20,104.65253803072657
53,21,109.82044301087818
53,22,111.4732415350919
53,23,114.62336116336702
53,24,119.42391050754463
53,25,125.43004207924453
53,26,128.60024202686316
53,27,136.02630195989295
53,28,138.2226440328509
53,29,142.09455716389837
54,10,59.9116306187663
54,11,65.24441170222474
54,12,65.78562505924087
54,13,69.66094562332728
54,14,76.22516103883895
54,15,79.16585830900364
54,16,81.84606952970732
54,17,84.6432055538171
54,18,90.26719058204641
54,19,99.32208771984422
54,20,95.86629084304316
54,21,101.49923862607814
54,22,106.39020532035197
54,23,109.60805202554253
54,24,113.4838887237789
54,25,120.13401572489542
54,26,120.43986009239079
54,27,124.51576711442837
54,28,131.82136041738687
54,29,135.013651318626
55,10,58.83989424688912
55,11,56.218353867881596
55,12,61.54899393583957
55,13,68.80434343799723
55,14,68.25305767062905
55,15,73.08312658410702
55,16,76.58396180236323
55,17,83.31401020304196
55,18,82.27265882974032
55,19,88.58522487596701
55,20,94.82166496943405
55,21,96.45125144649744
55,22,100.11674008458577
55,23,102.57170354096762
55,24,102.23310533578474
55,25,112.41313332148187
55,26,116.99054889174325
55,27,120.01791278209471
55,28,119.94530275593888
55,29,128.68413333046027
56,10,56.43273869857413
56,11,58.50559108141524
56,12,63.38509342607962
56,13,67.84864202335925
56,14,69.48862593786501
56,15,70.32323980513915
56,16,77.96514413282655
56,17,80.22097667688706
56,18,84.81553154444754
56,19,90.47975426166154
56,20,90.53689016263846
56,21,96.46747583375405
56,22,100.74606749304832
56,23,104.10032557961392
56,24,106.31161005941487
56,25,112.94550151400878
56,26,113.18039664724412
56,27,118.91531707371745
56,28,123.61729674064134
56,29,124.1133724160794
57,10,56.86848678972921
57,11,57.609327046038345
57,12,66.46193546115211
57,13,68.13115588981374
57,14,73.5249912619727
57,15,71.76228866887195
57,16,75.67995170630022
57,17,82.73783573204172
57,18,89.20202517213401
57,19,91.8111709871937
57,20,93.13283105249131
57,21,98.5773986813767
57,22,103.20412025271675
57,23,105.79534681342169
57,24,108.61875597965094
57,25,113.84948485510195
57,26,120.00156479769535
57,27,120.14562263221204
57,28,125.62352665458222
57,29,130.75398753599
58,10,60.382005907227125
58,11,57.99144654330126
58,12,67.6615143427611
58,13,69.55940313277434
58,14,70.31806325205724
58,15,80.6136660739003
58,16,82.40425762179197
58,17,85.181541192791
58,18,85.01285720317084
58,19,91.84714543628463
58,20,91.99912601452178
58,21,100.42015610075516
58,22,100.09258837219166
58,23,106.20478326684533
58,24,108.8359072747881
58,25,113.81658244566668
58,26,123.46895225182048
58,27,121.80517648375498
58,28,124.7182744318004
58,29,130.11005546854227
59,10,63.17279372797028
59,11,66.70529343634895
59,12,74.94132244126607
59,13,76.27416585585289
59,14,75.96319304624095
59,15,90.72525998714472
